DESTINO,ORIGEN,CANTIDAD,FOBDOL,FOBPES
USA,AXM,84,3,111249
PAN,AXM,9,96,8120
DEU,BOG,294,1837,5
DEU,BOG,195,679,25
DEU,BOG,360,1918,7562731
DEU,BOG,60,277,5
DEU,BOG,26,130,98
DEU,BOG,299,1511,17
DEU,BOG,12,96,9
DEU,BOG,3,21,42
DEU,BOG,25453,13980,34
DEU,BOG,8320,21815,44
DEU,BOG,2540,1494,74
DEU,BOG,40,2,1
DEU,BOG,36,15,58886
DEU,BOG,31,1500,5998815
DEU,BOG,3700,592,2324055
DEU,BOG,32840,5569,2
DEU,BOG,69,110274,4
DEU,BOG,1400,252,991012
DEU,BOG,25600,4411,2
DEU,BOG,500,1500,5974725
DEU,BOG,30,63,2502
DEU,BOG,10600,1908,7629157
DEU,BOG,81040,14528,57782796
DEU,BOG,50136,13865,57
DEU,BOG,2310,371,85
DEU,BOG,11830,2095,9
DEU,BOG,143,5,560
DEU,BOG,1374,2,6063
DEU,BOG,405,6055,34
DEU,BOG,560,19389,77216692
DEU,BOG,0,5,22500
DEU,BOG,11860,7616,4
DEU,BOG,216,11475,45403820
DEU,BOG,277,10214,44
DEU,BOG,771,14116,37
DEU,BOG,47,2639,71
DEU,BOG,110,3425,31
DEU,BOG,147,4,33328
DEU,BOG,440,683,77
DEU,BOG,1780,12055,5
DEU,BOG,288,214,25
DEU,BOG,54155,19841,31
DEU,BOG,7,383,1499609
DEU,BOG,1,50,195771
DEU,BOG,12420,2235,6
DEU,BOG,525,5565,22162612
DEU,BOG,171,64,1486
DEU,BOG,5600,1064,4119222
DEU,BOG,8400,1592,6163348
DEU,BOG,5680,965,6
DEU,BOG,17160,3256,13019148
DEU,BOG,75940,13993,54935835
DEU,BOG,13410,2426,4
DEU,BOG,99968,18203,52
DEU,BOG,17163,18415,2
DEU,BOG,19280,2668,36
DEU,BOG,51040,7527,72
DEU,BOG,3660,658,8
DEU,BOG,20020,5137,20540345
DEU,BOG,1800,917,3628348
DEU,BOG,84,13,135475
DEU,BOG,7100,2766,54
DEU,BOG,1,971,81
DEU,BOG,2160,9489,6
DEU,BOG,6,22,5
DEU,BOG,3,2,7765
DEU,BOG,36,149,587511
DEU,BOG,9400,42158,56
DEU,BOG,3200,800,3192704
DEU,BOG,21,111,65
DEU,BOG,108,470,2
DEU,BOG,37,5,109
DEU,BOG,50,437,5
DEU,BOG,35,180,6
DEU,BOG,32,36,207
DEU,BOG,50,172,687743
DEU,BOG,387,5,2683
DEU,BOG,385,2,2231
DEU,BOG,37,5,118
DEU,BOG,28,8,243
DEU,BOG,37,4,164854
DEU,BOG,98,11631,8
DEU,BOG,82,4363,38
DEU,BOG,1,8486,5
DEU,BOG,465,25100,7
DEU,BOG,2,5,19224
DEU,BOG,2,1970,6
DEU,BOG,12,11262,69
DEU,BOG,8460,1353,6
DEU,BOG,87120,16498,8
DEU,BOG,2,91000,353010550
DEU,BOG,4080,554,88
DEU,BOG,6800,924,8
DEU,BOG,15300,3825,15265116
DEU,BOG,24140,6035,24084960
DEU,BOG,4200,672,2658351
DEU,BOG,48160,7705,6
DEU,BOG,17700,4385,5
DEU,BOG,2400,707,33
DEU,BOG,985,6163,24194520
DEU,BOG,150,678,9
DEU,BOG,22900,3293,95
DEU,BOG,2898,3,2648878
DEU,BOG,306,7,25974
DEU,BOG,1970685,11657,58
DEU,BOG,321,6,10299
DEU,BOG,675500,3152,17
ARM,BOG,2000,340,1367891
ARM,BOG,67,157,9
ARM,BOG,1214,3655,8
ARM,BOG,147,322,7
ARM,BOG,400,74,294705
ARM,BOG,3550,607,2428776
ARM,BOG,9440,2926,4
ARM,BOG,800,140,557550
ARM,BOG,4190,769,9
ARM,BOG,35450,5938,75
ARM,BOG,1885,400,6
ARM,BOG,250,25,98919
ARM,BOG,7,20,79135
ARM,BOG,350,63,251906
ARM,BOG,350,59,5
ARM,BOG,6050,992,5
ARM,BOG,4000,220,876293
ABW,BOG,13972,4317,73
ABW,BOG,3425,910,95
ABW,BOG,1548,435,1
ABW,BOG,258,39,55
ABW,BOG,3502,586,55
ABW,BOG,516,118,66
ABW,BOG,18060,4569,34
ABW,BOG,289,2768,83
ABW,BOG,130,1067,23
ABW,BOG,40,102,96
ABW,BOG,80,85,64
ABW,BOG,70,206,22
ABW,BOG,50,1406,5529221
ABW,BOG,90,2270,52
ABW,BOG,54,1218,2
ABW,BOG,159,4085,41
ABW,BOG,58,1748,53
ABW,BOG,337,9732,3
ABW,BOG,148,2788,33
ABW,BOG,36,500,4
ABW,BOG,36,629,4
ABW,BOG,2325,744,2925846
ABW,BOG,1296,568,9
ABW,BOG,5380,2389,2
ABW,BOG,2018,597,29
ABW,BOG,1345,447,97
ABW,BOG,336,119,46
ABW,BOG,8743,2257,8
ABW,BOG,108,358,38
ABW,BOG,0,1,35
ABW,BOG,32,4,358
ABW,BOG,13,2,93
ABW,BOG,680,190,2
ABW,BOG,1040,272,8
ABW,BOG,710,213,839865
ABW,BOG,360,72,283898
ABW,BOG,370,358,25
ABW,BOG,1718,1215,67
ABW,BOG,198,2402,98
ABW,BOG,40,81,66
ABW,BOG,35,79,7
ABW,BOG,84,182,87
ABW,BOG,90,183,49
ABW,BOG,70,157,95
ABW,BOG,204,443,66
ABW,BOG,187,5,717
ABW,BOG,3,31,98
ABW,BOG,78,9,416
ABW,BOG,10,53,8
ABW,BOG,1570,95,7530
ABW,BOG,30,61,44
ABW,BOG,30,67,99
ABW,BOG,84,183,47
ABW,BOG,447,3,345412
BIH,BOG,1600,272,1087975
BIH,BOG,32960,9098,36378443
BIH,BOG,9900,1188,4750229
AGO,BOG,1,1608,27
AGO,BOG,40,1474,5893803
AIA,BOG,1,8,1481
ATG,BOG,6,657,48
ATG,BOG,10,1791,32
ATG,BOG,259,17824,8
ATG,BOG,396,10396,44
ATG,BOG,12,1322,6
ATG,BOG,12,1308,84
ATG,BOG,210,3872,7
ATG,BOG,276,9199,2
SAU,BOG,11,3044,12044377
SAU,BOG,2,736,2912175
SAU,BOG,7,2372,9385434
SAU,BOG,3,744,2943829
SAU,BOG,3,588,2326574
SAU,BOG,210,21,82224
SAU,BOG,5500,859,98
SAU,BOG,30001,24099,7
SAU,BOG,60,6,23492
SAU,BOG,319,2526,9920735
SAU,BOG,2088,1421,28
SAU,BOG,70,7,27408
SAU,BOG,23307,18140,27
SAU,BOG,2205,1377,1
SAU,BOG,4,11207,66
SAU,BOG,4,2248,48
SAU,BOG,53,2,68634
SAU,BOG,3,11274,25
SAU,BOG,1,50,199925
SAU,BOG,3750,1395,5579874
SAU,BOG,800,152,607986
SAU,BOG,1560,1474,5
SAU,BOG,500,150,599986
SAU,BOG,109,1630,6519853
SAU,BOG,2846,10472,13
SAU,BOG,3960,18596,16
SAU,BOG,180,2466,9862594
SAU,BOG,1,4878,2
SAU,BOG,6,13693,4
SAU,BOG,44004,220790,7
SAU,BOG,12960,32373,8
SAU,BOG,238,1077,73
SAU,BOG,164,876,8
SAU,BOG,328,715,92
SAU,BOG,137,5,373
SAU,BOG,180,999,75
SAU,BOG,397,6,1592
SAU,BOG,44,146,74
SAU,BOG,4288,17671,5
SAU,BOG,1576,8,22374
SAU,BOG,1276,3411,85
SAU,BOG,258,3411,84
SAU,BOG,134,3411,84
SAU,BOG,1,6000,23937300
SAU,BOG,111,3411,84
SAU,BOG,600,156,613484
SAU,BOG,3,288,1127643
SAU,BOG,5,1160,4541898
SAU,BOG,3,336,1315584
SAU,BOG,6,963,3770559
SAU,BOG,6,612,2396243
SAU,BOG,4,928,3633519
SAU,BOG,3797,8479,52
ARG,BOG,21710,7234,6
ARG,BOG,184,368,1471451
ARG,BOG,20971,3054,12211449
ARG,BOG,3800,1000,4023210
ARG,BOG,1,43,104
ARG,BOG,1,43,104
ARG,BOG,1,43,104
ARG,BOG,1,43,104
ARG,BOG,1,42,104
ARG,BOG,1,43,104
ARG,BOG,1,43,104
ARG,BOG,2,3968,94
ARG,BOG,7000,91000,363948130
ARG,BOG,75,2237,8
ARG,BOG,1043,23072,1
ARG,BOG,2,15265,58
ARG,BOG,600,48993,29
ARG,BOG,400,92,367862
ARG,BOG,900,54,215919
ARG,BOG,622,6,5700
ARG,BOG,8,9,88
ARG,BOG,1,2486,52
ARG,BOG,9,3,3544
ARG,BOG,9,3,2050
ARG,BOG,591,489,72
ARG,BOG,1,4,35
ARG,BOG,1,146,2
ARG,BOG,1,596,58
ARG,BOG,8,206,4
ARG,BOG,3,1572,42
ARG,BOG,7,1583,81
ARG,BOG,4,598,36
ARG,BOG,3,963,45
ARG,BOG,1,11541,45962032
ARG,BOG,237,923,6
ARG,BOG,2154,79,1844781
AUS,BOG,137680,23241,53
AUS,BOG,11680,3270,4
AUS,BOG,5200,728,2857960
AUS,BOG,9450,5202,20594988
AUS,BOG,3965,2656,7
AUS,BOG,3,799,2
AUS,BOG,440,79,18
AUS,BOG,1800,378,1483941
AUS,BOG,126304,8484,1
AUS,BOG,12100,4114,16551485
AUS,BOG,577600,107498,6
AUS,BOG,4858,6430,68
AUS,BOG,65120,11695,2
AUS,BOG,4020,723,6
AUS,BOG,300,93,5
AUS,BOG,632,12953,84
AUS,BOG,1,101,9
AUS,BOG,445,6245,69
AUS,BOG,1,1461,43
AUS,BOG,5320,957,6
AUS,BOG,12,750,2993160
AUS,BOG,800,144,566292
AUS,BOG,31100,5586,21967447
AUS,BOG,56150,14827,59058165
AUS,BOG,340000,69560,277067914
AUS,BOG,5,5,19992
AUS,BOG,270,378,1511436
AUS,BOG,46,19,75971
AUS,BOG,10,79,5016
AUS,BOG,3650,1075,5
AUS,BOG,31800,6745,5
AUS,BOG,252980,49729,2
AUS,BOG,175,917,5
AUS,BOG,31,26522,11
AUS,BOG,48,7222,28476562
AUS,BOG,5,552,2176552
AUS,BOG,8,860,2
AUS,BOG,23,2539,2
AUS,BOG,77,62,697
AUS,BOG,22260,3339,13211621
AUS,BOG,28250,6807,5
AUS,BOG,440,567,6
AUS,BOG,420,694,5
AUS,BOG,750,1327,5
AUS,BOG,75,269,25
AUS,BOG,19800,2844,11297556
AUS,BOG,1800,378,1495322
AUS,BOG,45,90,45
AUS,BOG,61,2,684
AUS,BOG,360,61,2
AUS,BOG,7150,1287,5091217
AUS,BOG,43500,14495,57735759
AUS,BOG,319070,72546,17
AUS,BOG,110846,40765,3
AUS,BOG,26500,5467,5
AUS,BOG,63500,12575,50079937
AUS,BOG,2448,6289,2
AUS,BOG,961,6417,5
AUS,BOG,24075,5289,75
AUS,BOG,26850,5997,23883052
AUS,BOG,2600,840,3345300
AUS,BOG,800,200,798176
AUS,BOG,300,75,299316
AUS,BOG,28660,6893,3
AUS,BOG,131,8371,97
AUS,BOG,4000,138,33
AUS,BOG,168,913,47
AUS,BOG,422,11356,24
AUS,BOG,25,163,75
AUS,BOG,303,3187,4
AUS,BOG,276,73,329
AUS,BOG,1489,42292,46
AUS,BOG,22,300,77
AUS,BOG,673,13946,96
AUS,BOG,4147,54351,81
AUS,BOG,310,4727,18589352
AUS,BOG,110,625,5
AUS,BOG,120,992,8
AUS,BOG,273,2988,46
AUT,BOG,324,39,751
AUT,BOG,55,61,208
AUT,BOG,7520,1278,4
AUT,BOG,24480,4182,2
AUT,BOG,16000,2603,2
AUT,BOG,63200,10794,2
AZE,BOG,6,504,2015249
AZE,BOG,7,2064,8252924
AZE,BOG,1,368,1471451
AZE,BOG,2,736,2942903
AZE,BOG,2,496,1983260
AZE,BOG,2,496,1983260
AZE,BOG,2,392,1567415
AZE,BOG,2,256,1023618
AZE,BOG,2,208,831690
AZE,BOG,5080,3508,98
AZE,BOG,900,636,2543052
AZE,BOG,1776,1587,24
AZE,BOG,2532,2216,88
AZE,BOG,600,204,815981
AZE,BOG,6800,1008,4031909
AZE,BOG,52300,8019,32075278
AZE,BOG,7200,1005,44
AZE,BOG,50900,7356,12
BHS,BOG,775,202,25
BHS,BOG,2,365,8
BHS,BOG,222,4497,99
BHS,BOG,36,1219,68
BHS,BOG,24,1339,8
BHS,BOG,12,351,12
BHS,BOG,51,1335,18
BHS,BOG,80,5163,88
BHS,BOG,32,1120,4404500
BHR,BOG,800,256,1012930
BHR,BOG,732,401,76
BHR,BOG,180,64,8
BHR,BOG,30,432,1709320
BHR,BOG,3312,2170,5
BHR,BOG,3605,2104,9
BHR,BOG,240,67,2
BHR,BOG,27,72,77
BHR,BOG,8,38,76
BHR,BOG,102,5,256
BHR,BOG,3,96,21
BHR,BOG,250,45,179529
BHR,BOG,11000,1320,5266206
BHR,BOG,108,108,428707
BHR,BOG,2930,899,9
BHR,BOG,14125,3531,25
BHR,BOG,13045,2692,10763323
BHR,BOG,250,25,98575
BHR,BOG,180,18,70974
BHR,BOG,6696,4350,1
BHR,BOG,407,1504,19
BHR,BOG,28,212,835922
BRB,BOG,1,0,1
BRB,BOG,4,517,36
BRB,BOG,16,2888,72
BRB,BOG,448,32265,98
BRB,BOG,3889,61075,98
BRB,BOG,10,915,3634923
BRB,BOG,12,1415,68
BRB,BOG,3511,47029,79
BRB,BOG,1,23,1018
BEL,BOG,544,45,15916
BEL,BOG,88,2658,66
BEL,BOG,364,2458,2
BEL,BOG,320,956,3823913
BEL,BOG,360,1080,4319902
BEL,BOG,433,2,3532
BEL,BOG,11880,16368,64654663
BEL,BOG,16350,2971,11663462
BEL,BOG,656,5576,21438660
BEL,BOG,240,2040,7843412
BEL,BOG,41,8,65102
BEL,BOG,57,83,5440
BEL,BOG,2415,150,599986
BEL,BOG,163,29,6672
BEL,BOG,1323,7172,79
BEL,BOG,162300,52501,211222548
BEL,BOG,1200,15708,62823046
BEL,BOG,86895,17037,6
BLZ,BOG,1,6,216
BLZ,BOG,929,81,19783
BLZ,BOG,10,2,310
BMU,BOG,20,784,98
BMU,BOG,42,2383,16
BMU,BOG,100,625,94
BMU,BOG,49,2807,9
BMU,BOG,169,3366,41
BMU,BOG,2,1,8
BLR,BOG,3384,3370,5
BLR,BOG,26270,26324,88
BLR,BOG,69500,23706,3
BLR,BOG,7400,1417,5667872
BLR,BOG,38550,7553,49
BLR,BOG,7700,2833,5
BLR,BOG,3000,570,2270395
BLR,BOG,640,235,2
BLR,BOG,9600,3294,5
BLR,BOG,12800,2432,9727781
BLR,BOG,53250,17739,1
BLR,BOG,85150,16342,5
BLR,BOG,8000,1440,5662929
BLR,BOG,53200,9299,99
BLR,BOG,1024,3225,6
BLR,BOG,80,184,735725
BLR,BOG,11250,1462,5
BLR,BOG,8875,2537,38
BLR,BOG,2400,334,8
BLR,BOG,1200,163,2
BLR,BOG,10800,1468,8
BLR,BOG,140,38,8
BLR,BOG,314,474,45
BLR,BOG,655,345,48
BOL,BOG,706,17527,64
BOL,BOG,121,5554,77
BOL,BOG,80,584,7
BOL,BOG,3,41,1
BOL,BOG,14,94,78
BOL,BOG,639,2347,46
BOL,BOG,985,3650,5
BOL,BOG,835,10996,2
BOL,BOG,13,44,85
BOL,BOG,95,377,16
BOL,BOG,31,402,38
BOL,BOG,70,291,9
BOL,BOG,80000,2328,8950717
BOL,BOG,200,31000,121378330
BOL,BOG,32,207,36
BOL,BOG,273,943,99
BOL,BOG,14,59,43
BOL,BOG,28,2,2009
BOL,BOG,4,10729,42
BOL,BOG,434,72,951
BOL,BOG,5600,66,12602
BOL,BOG,493,85,1233
BOL,BOG,395,41,740
BOL,BOG,26,69,59
BOL,BOG,160,65,306
BOL,BOG,400,35,763
BOL,BOG,184,45,336
BOL,BOG,73,7,161
BOL,BOG,77,5,183
BOL,BOG,6,5,84
BOL,BOG,125,52,1259
BOL,BOG,17,86,201
BOL,BOG,93,6,9606
BOL,BOG,1003,2,3661
BOL,BOG,635,59,51347
BOL,BOG,383,58,28678
BOL,BOG,38400,2843,4
BOL,BOG,382,91,8712
BOL,BOG,1149,78,72025
BOL,BOG,33,42,2532
BOL,BOG,40,22000,87799360
BOL,BOG,274,88,27200
BOL,BOG,114,1,2809
BOL,BOG,2715,28,100936
BOL,BOG,1614,5,57714
BOL,BOG,54,5,1321
BOL,BOG,58,9,4402
BOL,BOG,44,24,3352
BOL,BOG,3460,73,153237
BOL,BOG,73,8,673
BOL,BOG,1488,74,10859
BOL,BOG,5,89,236
BOL,BOG,104,3680,14657992
BOL,BOG,457,8,7665
BOL,BOG,36,269,64
BOL,BOG,25,145,75
BOL,BOG,29,128,26
BOL,BOG,243,1679,25
BOL,BOG,49,308,16
BOL,BOG,166,999,47
BOL,BOG,342,1189,5
BOL,BOG,214,914,58
BOL,BOG,638,1607,7
BOL,BOG,103,322,48
BOL,BOG,125,390,7
BOL,BOG,80,229,68
BOL,BOG,1587,3778,96
BOL,BOG,449,1560,11
BOL,BOG,249,775,25
BOL,BOG,7,64,82
BOL,BOG,23,239,43
BOL,BOG,10,42,9
BOL,BOG,73,336,68
BOL,BOG,69,333,26
BOL,BOG,248,2188,5
BOL,BOG,92,317,4
BOL,BOG,6,33,72
BOL,BOG,16,99,5
BOL,BOG,402,1598,41
BOL,BOG,33,221,19
BOL,BOG,84,364,1
BOL,BOG,142,455,96
BOL,BOG,53,79,4707
BOL,BOG,24,566,28
BOL,BOG,4,3823,32
BOL,BOG,8,950,14
BOL,BOG,6,93,15
BOL,BOG,4,62,12
BOL,BOG,107,48,16588
BOL,BOG,112,5676,38
BOL,BOG,108,82,11032
BOL,BOG,125,24,5327
BOL,BOG,12,63,6445
BOL,BOG,545,93,12518
BOL,BOG,7,1,607
BOL,BOG,6,45,6
BOL,BOG,82,555,5
BOL,BOG,15,94,2
BOL,BOG,7,19,42
BOL,BOG,30,147,9
BOL,BOG,14,71,96
BOL,BOG,143,400,83
BOL,BOG,227,481,91
BOL,BOG,5,52,207970
BOL,BOG,20,179,95
BOL,BOG,6,16,2
BOL,BOG,5,35,5
BOL,BOG,58,535,34
BOL,BOG,13,97,364
BOL,BOG,33680,3180,22
BOL,BOG,206,24,11579
BOL,BOG,314,14072,4
BOL,BOG,34,258,4
BOL,BOG,97,647,96
BOL,BOG,16,100,48
BOL,BOG,90,418,22
BOL,BOG,22,108,46
BOL,BOG,59,321,96
BOL,BOG,13,54,86
BOL,BOG,222,480,2
BOL,BOG,21,34,23
BOL,BOG,16,72,64
BOL,BOG,81,235,84
BOL,BOG,13,28,8
BOL,BOG,634,1349,9
BOL,BOG,198,847,93
BOL,BOG,253,792,7
BOL,BOG,9,93,6
BOL,BOG,93,458,23
BOL,BOG,6,22,38
BOL,BOG,66,634,8
BOL,BOG,4,23,8
BOL,BOG,36,170,44
BOL,BOG,65,269,75
BOL,BOG,19,6,1590
BOL,BOG,4,4637,88
BOL,BOG,1,1848,43
BOL,BOG,129,6,1433
BOL,BOG,92,4,651
BOL,BOG,1,8,25
BOL,BOG,36,3339,12926771
BOL,BOG,233,11783,5
BOL,BOG,130,1755,6794394
BOL,BOG,838,4013,71
BOL,BOG,174,410,64
BOL,BOG,559,1535,85
BOL,BOG,1356,8520,48
BOL,BOG,729,5365,9
BOL,BOG,12,86,88
BOL,BOG,17,124,2
BOL,BOG,1,15185,27
BOL,BOG,440,2139,82
BOL,BOG,1232,56,10161
BOL,BOG,67,2,2284
BOL,BOG,6,83,187
BOL,BOG,333,63,4455
BOL,BOG,110,4,347
BOL,BOG,246,1,1028
BOL,BOG,25,25,489
BOL,BOG,264,2,5673
BOL,BOG,23,25,485
BOL,BOG,27,24,568
BOL,BOG,1585,75,33354
BOL,BOG,193,69,361
BOL,BOG,8,64,44
BOL,BOG,67,91,1417
BOL,BOG,262,35,15667
BOL,BOG,276,13540,4
BOL,BOG,9,68,94
BOL,BOG,1,25,27
BOL,BOG,9,88,360
BOL,BOG,887,93,116867
BOL,BOG,318,8,7057
BOL,BOG,32,1120,4431571
BOL,BOG,367,5276,20848567
BOL,BOG,291,97,6094
BOL,BOG,1,48,36
BOL,BOG,116,88,2439
BOL,BOG,15,88,1522
BOL,BOG,1,63,36
BOL,BOG,4,84,277
BOL,BOG,57,5,2073
BOL,BOG,33,23,405
BOL,BOG,518,3851,14718714
BOL,BOG,25,2450,9910789
BOL,BOG,20,15638,63259150
BOL,BOG,21,2163,8749810
BOL,BOG,1207,9358,47
BOL,BOG,300,41661,159230425
BOL,BOG,322,6132,8
BOL,BOG,166,2867,2
BOL,BOG,9,178,45
BOL,BOG,168,7077,22
BOL,BOG,28,431,68
BOL,BOG,1,2409,87
BOL,BOG,100,2272,8958564
BOL,BOG,8,340,56
BOL,BOG,681,21,521853
BOL,BOG,132,2748,10759601
BOL,BOG,20,354,1386062
BOL,BOG,242,8712,34111226
BOL,BUN,11229,58,92530
BOL,BUN,210,22,8972
BOL,BUN,779,2,19355
BOL,BUN,15,8,390
BOL,BUN,3243,63,20563
BOL,BUN,55,57,200
BOL,BUN,462,62,1600
BOL,BUN,155,18,886
BOL,BUN,299,29,12018
BOL,BUN,41,17,1028
BOL,BUN,18,22,470
BOL,BUN,4409,22325,2
BOL,BUN,637,11,1886
BOL,BUN,661,22,8612
BOL,BUN,1322,5,5180
BOL,BUN,48,76,572
BOL,BUN,11,29,264
BOL,BUN,4,24,336
BOL,BUN,2,95,85
BOL,BUN,19,6,157
BOL,BUN,50,58,93
BRA,BOG,205,1,1142
BRA,BOG,182500,7857,5
BRA,BOG,30,95,63418
BRA,BOG,38725,14823,5
BRA,BOG,8100,963,3874351
BRA,BOG,21675,7645,5
BRA,BOG,41700,1459,5
BRA,BOG,4300,1272,5054708
BRA,BOG,31680,3168,12643107
BRA,BOG,5496,23761,88
BRA,BOG,473,6,158400
BRA,BOG,26100,4327,2
BRA,BOG,20,1991,78
BRA,BOG,2088,8247,6
BRA,BOG,78,213,2
BRA,BOG,2400,10311,4
BRA,BOG,3518,10851,2
BRA,BOG,34,1500,5965792
BRA,BOG,1882,21,9597
BRA,BOG,361000,40853,164360198
BRA,BOG,583,99,24628
BRA,BOG,2066,1,87128
BRA,BOG,68,2509,92
BRA,BOG,120,3120,12345091
BRA,BOG,7,37503,149990623
BRA,BOG,1535,77,5963
BRA,BOG,2,160,638328
BRA,BOG,28935,20540,93
BRA,BOG,0,64,33
BRA,BOG,59,8,2591
BRA,BOG,4,46,1546
BRA,BOG,14,417,1646541
BRA,BOG,53,1359,29
BRA,BOG,7000,1249,48
BRA,BOG,13,4,384
BRA,BOG,4,1474,64
BRA,BOG,1,3763,14885976
BRA,BOG,19,168,664587
BRA,BOG,5,1714,6780378
BRA,BOG,2,536,2120351
BRA,BOG,2,4693,18729199
BRA,BOG,6,502,1985851
BRA,BOG,2,214,846558
BRA,BOG,4,14,55382
BRA,BOG,2,42,166146
BRA,BOG,6,407,7
BRA,BOG,10,4418,17477077
BRA,BOG,2,6,23735
BRA,BOG,44,457,79
BRA,BOG,2,60,237352
BRA,BOG,4,408,1613999
BRA,BOG,1,20000,79970200
BRA,BOG,1,50,199157
BRA,BOG,97,2,1075
BRA,BOG,33,232,5
BRA,BOG,1,1205,65
BRA,BOG,1,38190,56
BRA,BOG,1,24456,5
BRA,BOG,1,24456,5
BRA,BOG,2,15445,69
BRA,BOG,81,896,3424556
BRA,BOG,33,232,5
BRA,BOG,500,1577,6105276
BRA,BOG,1,5,259772
BRA,BOG,22325,8595,5
BRA,BOG,45,148,5
BRA,BOG,932,4219,16809407
BRA,BOG,1842,10521,6
BRA,BOG,2901,6,18069
BRA,BOG,50,156,615972
BRA,BOG,485,45,11776
BRA,BOG,4,6736,84
BRA,BOG,3,13986,19
BRA,BOG,1,272,32
BRA,BOG,974,4777,24
BRA,BOG,1,137,77
BRA,BOG,1,338,1334606
BRA,BOG,1,12,35
BRA,BOG,900,5769,22747340
BRA,BOG,1,10916,43549927
BRA,BOG,6,55,5
BRA,BOG,4,1007,56
BRA,BOG,3,1207,23
BRA,BOG,1,20,86
BRA,BOG,4,693,96
BRA,BOG,292,8984,18
BRA,BOG,1650,2832,5
BRA,BOG,5,5001,4
BRA,BOG,30,1581,6
BRA,BOG,46,173,42
BRA,BOG,45,22713,9
BRA,BOG,3266,25463,95
BRA,BOG,402,4561,28
BRA,BOG,36,10378,4
BRA,BOG,5,5251,15
BRA,BOG,62,5235,34
BRA,BOG,1000,300,15
BRA,BOG,119,4,147528
BRA,BOG,24,84,8
BRA,BOG,584,2666,10617345
BRA,BOG,96,297,6
BRA,BOG,750,4244,8
BRA,BOG,652,8,3797
BRA,BOG,32,136,541620
BRA,BOG,20,8,80
BRA,BOG,373,9,241336
BRA,BOG,32,400,1582704
BRA,BOG,2,32620,8
BRA,BOG,196,355,1404649
BRA,BOG,0,6,119
BRA,BOG,18,281,79
BRA,BOG,5200,64,4218797
BRA,BOG,104173,980,82
BGR,BOG,55,15054,60207419
CMR,BOG,67,2,288
CAN,BOG,40,56,223020
CAN,BOG,45,16,95
CAN,BOG,16,22,5
CAN,BOG,82,1688,52
CAN,BOG,172,4149,27
CAN,BOG,1154,40905,91
CAN,BOG,383,10412,22
CAN,BOG,172,3536,38
CAN,BOG,415,9799,4
CAN,BOG,12,55,54
CAN,BOG,525,4093,5
CAN,BOG,3201,25998,6
CAN,BOG,12,101,5
CAN,BOG,43,991,5
CAN,BOG,13,387,49
CAN,BOG,25,333,13
CAN,BOG,40,155,48
CAN,BOG,21,82,61
CAN,BOG,40,1900,99
CAN,BOG,8,114,78
CAN,BOG,30,461,4
CAN,BOG,41,621,29
CAN,BOG,114,2084,18
CAN,BOG,10,16,62812
CAN,BOG,6,56,219843
CAN,BOG,4245,2555,35
CAN,BOG,15500,3410,13351616
CAN,BOG,400,100,391543
CAN,BOG,2000,440,1722789
CAN,BOG,19,240,939703
CAN,BOG,8357,1815,3
CAN,BOG,964,1312,4
CAN,BOG,4130,917,3
CAN,BOG,16083,8835,9
CAN,BOG,4456,959,86
CAN,BOG,523,8,2836
CAN,BOG,3096,4,25191
CAN,BOG,1007,3,7330
CAN,BOG,819,2,3174
CAN,BOG,240,582,4
CAN,BOG,1994,4,9727
CAN,BOG,55,2,343
CAN,BOG,2539,5,12550
CAN,BOG,1438,82,7560
CAN,BOG,16222,23,77312
CAN,BOG,1098,10172,43
CAN,BOG,2181,16592,4
CAN,BOG,18,243,9
CAN,BOG,6,291,9
CAN,BOG,1477,753,27
CAN,BOG,25,252,989294
CAN,BOG,22,2520,9999722
CAN,BOG,2,140,548160
CAN,BOG,35156,9904,4
CAN,BOG,3800,691,98
CAN,BOG,18344,2980,11878011
CAN,BOG,4920,1173,6
CAN,BOG,20976,7160,16
CAN,BOG,600,198,791887
CAN,BOG,7250,1121,4400788
CAN,BOG,22175,3570,5
CAN,BOG,12525,49215,46
CAN,BOG,325,162,5
CAN,BOG,1244,1599,7
CAN,BOG,3000,1238,4980733
CAN,BOG,17840,2854,9
CAN,BOG,115070,10810,18
CAN,BOG,741,1325,1
CAN,BOG,12716,65278,99
CAN,BOG,174975,47471,15
CAN,BOG,120006,18500,15
CAN,BOG,135077,21067,49
CAN,BOG,1569,407,94
CAN,BOG,28840,6921,6
CAN,BOG,72190,11323,16
CAN,BOG,27364,6938,13
CAN,BOG,2,1227,17
CAN,BOG,2400,410,1639963
CAN,BOG,500,75,301740
CAN,BOG,5600,1502,42
CAN,BOG,30800,8263,33
CAN,BOG,12914,3088,89
CAN,BOG,487,2370,9535007
CAN,BOG,10520,1157,2
CAN,BOG,71,5,432
CAN,BOG,1600,252,991012
CAN,BOG,400,72,283146
CAN,BOG,11,750,2999932
CAN,BOG,9650,2605,5
CAN,BOG,950,5817,6
CAN,BOG,45,323,1291970
CAN,BOG,275400,82809,331226334
CAN,BOG,1250,212,5
CAN,BOG,5580,931,6
CAN,BOG,108,443,88
CAN,BOG,2290,729,7
CAN,BOG,2040,395,6
CAN,BOG,1432,552,4
CAN,BOG,105,472,5
CAN,BOG,301,1941,52
CAN,BOG,40,5,19571
